Well,LATITUDE,LONGITUDE,Date,Value
09N03E08C001M,38.646422,-121.667487,2017-12-01,22.049
09N03E08C001M,38.646422,-121.667487,2018-01-01,22.849
09N03E08C001M,38.646422,-121.667487,2018-02-01,21.907
09N03E08C001M,38.646422,-121.667487,2018-03-01,21.922
09N03E08C001M,38.646422,-121.667487,2018-04-01,21.38182166
09N03E08C001M,38.646422,-121.667487,2018-05-01,19.88418812
09N03E08C001M,38.646422,-121.667487,2018-06-01,19.83750342
09N03E08C001M,38.646422,-121.667487,2018-07-01,20.321
09N03E08C001M,38.646422,-121.667487,2018-08-01,20.86
09N03E08C001M,38.646422,-121.667487,2018-09-01,20.746
09N03E08C001M,38.646422,-121.667487,2018-10-01,17.58
09N03E08C001M,38.646422,-121.667487,2018-11-01,19.461
09N03E08C001M,38.646422,-121.667487,2018-12-01,22.126
09N03E08C001M,38.646422,-121.667487,2019-01-01,22.85
09N03E08C001M,38.646422,-121.667487,2019-02-01,23.124
09N03E08C001M,38.646422,-121.667487,2019-03-01,21.93935973
09N03E08C001M,38.646422,-121.667487,2019-04-01,22.242
09N03E08C001M,38.646422,-121.667487,2019-05-01,21.02937692
09N03E08C001M,38.646422,-121.667487,2019-06-01,22.345
09N03E08C001M,38.646422,-121.667487,2019-07-01,19.63
09N03E08C001M,38.646422,-121.667487,2019-08-01,20.06
09N03E08C001M,38.646422,-121.667487,2019-09-01,21.185
09N03E08C001M,38.646422,-121.667487,2019-10-01,20.044
09N03E08C001M,38.646422,-121.667487,2019-11-01,21.195
09N03E08C001M,38.646422,-121.667487,2019-12-01,22.452
09N03E08C001M,38.646422,-121.667487,2020-01-01,22.929
09N03E08C001M,38.646422,-121.667487,2020-02-01,22.25
09N03E08C001M,38.646422,-121.667487,2020-03-01,20.229
09N03E08C001M,38.646422,-121.667487,2020-04-01,20.169
09N03E08C001M,38.646422,-121.667487,2020-05-01,22.155
09N03E08C001M,38.646422,-121.667487,2020-06-01,22.842
09N03E08C001M,38.646422,-121.667487,2020-07-01,20.8
09N03E08C001M,38.646422,-121.667487,2020-08-01,18.72
09N03E08C001M,38.646422,-121.667487,2020-09-01,18.941
09N03E08C001M,38.646422,-121.667487,2020-10-01,16.187
09N03E08C001M,38.646422,-121.667487,2020-11-01,17.581
09N03E08C001M,38.646422,-121.667487,2020-12-01,20.633
09N03E08C001M,38.646422,-121.667487,2021-01-01,21.523
09N03E08C001M,38.646422,-121.667487,2021-02-01,21.436
09N03E08C001M,38.646422,-121.667487,2021-03-01,22.05500497
09N03E08C001M,38.646422,-121.667487,2021-04-01,19.94263091
09N03E08C001M,38.646422,-121.667487,2021-05-01,17.23574765
09N03E08C001M,38.646422,-121.667487,2021-06-01,20.143
09N03E08C001M,38.646422,-121.667487,2021-07-01,19.859
09N03E08C001M,38.646422,-121.667487,2021-08-01,20.399
09N03E08C001M,38.646422,-121.667487,2021-09-01,17.759
09N03E08C002M,38.646422,-121.667487,2008-01-01,21.79899479
09N03E08C002M,38.646422,-121.667487,2008-02-01,21.93796023
09N03E08C002M,38.646422,-121.667487,2008-03-01,20.959
09N03E08C002M,38.646422,-121.667487,2008-04-01,17.827
09N03E08C002M,38.646422,-121.667487,2008-05-01,18.018
09N03E08C002M,38.646422,-121.667487,2008-06-01,17.639
09N03E08C002M,38.646422,-121.667487,2008-07-01,14.961
09N03E08C002M,38.646422,-121.667487,2008-08-01,17.706
09N03E08C002M,38.646422,-121.667487,2008-09-01,18.076
09N03E08C002M,38.646422,-121.667487,2008-10-01,18.555
09N03E08C002M,38.646422,-121.667487,2008-11-01,20.786
09N03E08C002M,38.646422,-121.667487,2008-12-01,21.312
09N03E08C002M,38.646422,-121.667487,2009-01-01,21.778
09N03E08C002M,38.646422,-121.667487,2009-02-01,21.92398787
09N03E08C002M,38.646422,-121.667487,2009-03-01,21.12206067
09N03E08C002M,38.646422,-121.667487,2009-04-01,18.445
09N03E08C002M,38.646422,-121.667487,2009-05-01,18.669
09N03E08C002M,38.646422,-121.667487,2009-06-01,18.981
09N03E08C002M,38.646422,-121.667487,2009-07-01,16.096
09N03E08C002M,38.646422,-121.667487,2009-08-01,16.536
09N03E08C002M,38.646422,-121.667487,2009-09-01,18.263
09N03E08C002M,38.646422,-121.667487,2009-10-01,18.328
09N03E08C002M,38.646422,-121.667487,2009-11-01,20.515
09N03E08C002M,38.646422,-121.667487,2009-12-01,21.414
09N03E08C002M,38.646422,-121.667487,2010-01-01,21.944
09N03E08C002M,38.646422,-121.667487,2010-02-01,22.125
09N03E08C002M,38.646422,-121.667487,2010-03-01,21.258
09N03E08C002M,38.646422,-121.667487,2010-04-01,19.649
09N03E08C002M,38.646422,-121.667487,2010-05-01,20.204
09N03E08C002M,38.646422,-121.667487,2010-06-01,19.865
09N03E08C002M,38.646422,-121.667487,2010-07-01,16.691
09N03E08C002M,38.646422,-121.667487,2010-08-01,15.84
09N03E08C002M,38.646422,-121.667487,2010-09-01,19.065
09N03E08C002M,38.646422,-121.667487,2010-10-01,18.414
09N03E08C002M,38.646422,-121.667487,2010-11-01,19.998
09N03E08C002M,38.646422,-121.667487,2010-12-01,21.797
09N03E08C002M,38.646422,-121.667487,2011-01-01,22.396
09N03E08C002M,38.646422,-121.667487,2011-02-01,21.98
09N03E08C002M,38.646422,-121.667487,2011-03-01,22.68
09N03E08C002M,38.646422,-121.667487,2011-04-01,21.702
09N03E08C002M,38.646422,-121.667487,2011-05-01,19.098
09N03E08C002M,38.646422,-121.667487,2011-06-01,20.963
09N03E08C002M,38.646422,-121.667487,2011-07-01,18.079
09N03E08C002M,38.646422,-121.667487,2011-08-01,15.957
09N03E08C002M,38.646422,-121.667487,2011-09-01,19.451
09N03E08C002M,38.646422,-121.667487,2011-10-01,19.468
09N03E08C002M,38.646422,-121.667487,2011-11-01,19.513
09N03E08C002M,38.646422,-121.667487,2011-12-01,20.788
09N03E08C002M,38.646422,-121.667487,2012-01-01,21.213
09N03E08C002M,38.646422,-121.667487,2012-02-01,21.039
09N03E08C002M,38.646422,-121.667487,2012-03-01,20.31991203
09N03E08C002M,38.646422,-121.667487,2012-04-01,20.416
09N03E08C002M,38.646422,-121.667487,2012-05-01,17.275
09N03E08C002M,38.646422,-121.667487,2012-06-01,17.868
09N03E08C002M,38.646422,-121.667487,2012-07-01,16.009
09N03E08C002M,38.646422,-121.667487,2012-08-01,15.938
09N03E08C002M,38.646422,-121.667487,2012-09-01,18.71
09N03E08C002M,38.646422,-121.667487,2012-10-01,18.68
09N03E08C002M,38.646422,-121.667487,2012-11-01,18.865
09N03E08C002M,38.646422,-121.667487,2012-12-01,21.61
09N03E08C002M,38.646422,-121.667487,2013-01-01,21.961
09N03E08C002M,38.646422,-121.667487,2013-02-01,21.253
09N03E08C002M,38.646422,-121.667487,2013-03-01,18.592
09N03E08C002M,38.646422,-121.667487,2013-04-01,19.23994263
09N03E08C002M,38.646422,-121.667487,2013-05-01,17.993
09N03E08C002M,38.646422,-121.667487,2013-06-01,19.039
09N03E08C002M,38.646422,-121.667487,2013-07-01,13.911
09N03E08C002M,38.646422,-121.667487,2013-08-01,13.201
09N03E08C002M,38.646422,-121.667487,2013-09-01,17.101
09N03E08C002M,38.646422,-121.667487,2013-10-01,16.867
09N03E08C002M,38.646422,-121.667487,2013-11-01,18.426
09N03E08C002M,38.646422,-121.667487,2013-12-01,20.356
09N03E08C002M,38.646422,-121.667487,2014-01-01,20.56
09N03E08C002M,38.646422,-121.667487,2014-02-01,20.212
09N03E08C002M,38.646422,-121.667487,2014-03-01,19.533
09N03E08C002M,38.646422,-121.667487,2014-04-01,17.997
09N03E08C002M,38.646422,-121.667487,2014-05-01,12.925
09N03E08C002M,38.646422,-121.667487,2014-06-01,12.245
09N03E08C002M,38.646422,-121.667487,2014-07-01,11.865
09N03E08C002M,38.646422,-121.667487,2014-08-01,13.172
09N03E08C002M,38.646422,-121.667487,2014-09-01,16.503
09N03E08C002M,38.646422,-121.667487,2014-10-01,14.972
09N03E08C002M,38.646422,-121.667487,2014-11-01,17.659
09N03E08C002M,38.646422,-121.667487,2014-12-01,20.956
09N03E08C002M,38.646422,-121.667487,2015-01-01,21.636
09N03E08C002M,38.646422,-121.667487,2015-02-01,21.774
09N03E08C002M,38.646422,-121.667487,2015-03-01,19.156
09N03E08C002M,38.646422,-121.667487,2015-04-01,16.339
09N03E08C002M,38.646422,-121.667487,2015-05-01,16.9
09N03E08C002M,38.646422,-121.667487,2015-06-01,14.142
09N03E08C002M,38.646422,-121.667487,2015-07-01,13.892
09N03E08C002M,38.646422,-121.667487,2015-08-01,16.419
09N03E08C002M,38.646422,-121.667487,2015-09-01,15.823
09N03E08C002M,38.646422,-121.667487,2015-10-01,11.352
09N03E08C002M,38.646422,-121.667487,2015-11-01,13.068
09N03E08C002M,38.646422,-121.667487,2015-12-01,18.132
09N03E08C002M,38.646422,-121.667487,2016-01-01,20.237
09N03E08C002M,38.646422,-121.667487,2016-02-01,20.581
09N03E08C002M,38.646422,-121.667487,2016-03-01,20.0327711
09N03E08C002M,38.646422,-121.667487,2016-04-01,20.30242665
09N03E08C002M,38.646422,-121.667487,2016-05-01,18.09532617
09N03E08C002M,38.646422,-121.667487,2016-06-01,16.66514928
09N03E08C002M,38.646422,-121.667487,2016-07-01,15.19777139
09N03E08C002M,38.646422,-121.667487,2016-08-01,15.16386398
09N03E08C002M,38.646422,-121.667487,2016-09-01,18.835
09N03E08C002M,38.646422,-121.667487,2016-10-01,16.607
09N03E08C002M,38.646422,-121.667487,2016-11-01,19.262
09N03E08C002M,38.646422,-121.667487,2016-12-01,20.935
09N03E08C002M,38.646422,-121.667487,2017-01-01,22.677
09N03E08C002M,38.646422,-121.667487,2017-02-01,24.441
09N03E08C002M,38.646422,-121.667487,2017-03-01,22.49738628
09N03E08C002M,38.646422,-121.667487,2017-04-01,22.54144781
09N03E08C002M,38.646422,-121.667487,2017-05-01,17.64443769
09N03E08C002M,38.646422,-121.667487,2017-06-01,18.07347181
09N03E08C002M,38.646422,-121.667487,2017-07-01,20.763
09N03E08C002M,38.646422,-121.667487,2017-08-01,19.21123389
09N03E08C002M,38.646422,-121.667487,2017-09-01,18.3595062
09N03E08C002M,38.646422,-121.667487,2017-10-01,20.754246
09N03E08C002M,38.646422,-121.667487,2017-11-01,21.38089574
09N03E08C002M,38.646422,-121.667487,2017-12-01,21.70748459
09N03E08C002M,38.646422,-121.667487,2018-01-01,22.14196254
09N03E08C002M,38.646422,-121.667487,2018-02-01,22.14910796
09N03E08C002M,38.646422,-121.667487,2018-03-01,21.961
09N03E08C002M,38.646422,-121.667487,2018-04-01,22.00217419
09N03E08C002M,38.646422,-121.667487,2018-05-01,20.26852533
09N03E08C002M,38.646422,-121.667487,2018-06-01,18.05140456
09N03E08C002M,38.646422,-121.667487,2018-07-01,16.604
09N03E08C002M,38.646422,-121.667487,2018-08-01,16.426
09N03E08C002M,38.646422,-121.667487,2018-09-01,19.246
09N03E08C002M,38.646422,-121.667487,2018-10-01,16.271
09N03E08C002M,38.646422,-121.667487,2018-11-01,18.923
09N03E08C002M,38.646422,-121.667487,2018-12-01,21.835
09N03E08C002M,38.646422,-121.667487,2019-01-01,21.76352795
09N03E08C002M,38.646422,-121.667487,2019-02-01,23.142
09N03E08C002M,38.646422,-121.667487,2019-03-01,23.865
09N03E08C002M,38.646422,-121.667487,2019-04-01,22.615
09N03E08C002M,38.646422,-121.667487,2019-05-01,20.901
09N03E08C002M,38.646422,-121.667487,2019-06-01,22.094
09N03E08C002M,38.646422,-121.667487,2019-07-01,17.87
09N03E08C002M,38.646422,-121.667487,2019-08-01,18.376
09N03E08C002M,38.646422,-121.667487,2019-09-01,20.729
09N03E08C002M,38.646422,-121.667487,2019-10-01,19.675
09N03E08C002M,38.646422,-121.667487,2019-11-01,21.087
09N03E08C002M,38.646422,-121.667487,2019-12-01,22.564
09N03E08C002M,38.646422,-121.667487,2020-01-01,23.069
09N03E08C002M,38.646422,-121.667487,2020-02-01,22.428
09N03E08C002M,38.646422,-121.667487,2020-03-01,21.7104092
09N03E08C002M,38.646422,-121.667487,2020-04-01,19.776
09N03E08C002M,38.646422,-121.667487,2020-05-01,20.614
09N03E08C002M,38.646422,-121.667487,2020-06-01,21.426
09N03E08C002M,38.646422,-121.667487,2020-07-01,16.806
09N03E08C002M,38.646422,-121.667487,2020-08-01,16.137
09N03E08C002M,38.646422,-121.667487,2020-09-01,17.942
09N03E08C002M,38.646422,-121.667487,2020-10-01,14.956
09N03E08C002M,38.646422,-121.667487,2020-11-01,17.0
09N03E08C002M,38.646422,-121.667487,2020-12-01,20.44
09N03E08C002M,38.646422,-121.667487,2021-01-01,21.454
09N03E08C002M,38.646422,-121.667487,2021-02-01,21.425
09N03E08C002M,38.646422,-121.667487,2021-03-01,21.81592895
09N03E08C002M,38.646422,-121.667487,2021-04-01,19.60366789
09N03E08C002M,38.646422,-121.667487,2021-05-01,15.74679742
09N03E08C002M,38.646422,-121.667487,2021-06-01,18.731
09N03E08C002M,38.646422,-121.667487,2021-07-01,14.877
09N03E08C002M,38.646422,-121.667487,2021-08-01,15.704
09N03E08C002M,38.646422,-121.667487,2021-09-01,15.945
09N03E08C003M,38.646422,-121.667487,2008-01-01,17.34003331
09N03E08C003M,38.646422,-121.667487,2008-02-01,17.43596637
09N03E08C003M,38.646422,-121.667487,2008-03-01,17.759
09N03E08C003M,38.646422,-121.667487,2008-04-01,9.689
09N03E08C003M,38.646422,-121.667487,2008-05-01,3.338
09N03E08C003M,38.646422,-121.667487,2008-06-01,-12.395
09N03E08C003M,38.646422,-121.667487,2008-07-01,-34.894
09N03E08C003M,38.646422,-121.667487,2008-08-01,-10.847
09N03E08C003M,38.646422,-121.667487,2008-09-01,-5.112
09N03E08C003M,38.646422,-121.667487,2008-10-01,4.755
09N03E08C003M,38.646422,-121.667487,2008-11-01,10.743
09N03E08C003M,38.646422,-121.667487,2008-12-01,13.828
09N03E08C003M,38.646422,-121.667487,2009-01-01,15.235
09N03E08C003M,38.646422,-121.667487,2009-02-01,17.38717155
09N03E08C003M,38.646422,-121.667487,2009-03-01,16.43010571
09N03E08C003M,38.646422,-121.667487,2009-04-01,12.52
09N03E08C003M,38.646422,-121.667487,2009-05-01,3.838595289
09N03E08C003M,38.646422,-121.667487,2009-06-01,-4.852
09N03E08C003M,38.646422,-121.667487,2009-07-01,-37.967
09N03E08C003M,38.646422,-121.667487,2009-08-01,-38.297
09N03E08C003M,38.646422,-121.667487,2009-09-01,-8.269
09N03E08C003M,38.646422,-121.667487,2009-10-01,3.796
09N03E08C003M,38.646422,-121.667487,2009-11-01,9.276
09N03E08C003M,38.646422,-121.667487,2009-12-01,12.025
09N03E08C003M,38.646422,-121.667487,2010-01-01,14.322
09N03E08C003M,38.646422,-121.667487,2010-02-01,17.034
09N03E08C003M,38.646422,-121.667487,2010-03-01,17.318
09N03E08C003M,38.646422,-121.667487,2010-04-01,16.697
09N03E08C003M,38.646422,-121.667487,2010-05-01,10.698
09N03E08C003M,38.646422,-121.667487,2010-06-01,2.64
09N03E08C003M,38.646422,-121.667487,2010-07-01,-24.785
09N03E08C003M,38.646422,-121.667487,2010-08-01,-37.81
09N03E08C003M,38.646422,-121.667487,2010-09-01,-9.309
09N03E08C003M,38.646422,-121.667487,2010-10-01,6.639
09N03E08C003M,38.646422,-121.667487,2010-11-01,11.083
09N03E08C003M,38.646422,-121.667487,2010-12-01,14.603
09N03E08C003M,38.646422,-121.667487,2011-01-01,17.455
09N03E08C003M,38.646422,-121.667487,2011-02-01,17.813
09N03E08C003M,38.646422,-121.667487,2011-03-01,19.95
09N03E08C003M,38.646422,-121.667487,2011-04-01,20.177
09N03E08C003M,38.646422,-121.667487,2011-05-01,11.705
09N03E08C003M,38.646422,-121.667487,2011-06-01,8.989
09N03E08C003M,38.646422,-121.667487,2011-07-01,-15.333
09N03E08C003M,38.646422,-121.667487,2011-08-01,-41.793
09N03E08C003M,38.646422,-121.667487,2011-09-01,-7.074
09N03E08C003M,38.646422,-121.667487,2011-10-01,8.057
09N03E08C003M,38.646422,-121.667487,2011-11-01,11.906
09N03E08C003M,38.646422,-121.667487,2011-12-01,14.397
09N03E08C003M,38.646422,-121.667487,2012-01-01,14.451
09N03E08C003M,38.646422,-121.667487,2012-02-01,15.943
09N03E08C003M,38.646422,-121.667487,2012-03-01,15.78
09N03E08C003M,38.646422,-121.667487,2012-04-01,17.12
09N03E08C003M,38.646422,-121.667487,2012-05-01,1.859
09N03E08C003M,38.646422,-121.667487,2012-06-01,-17.358
09N03E08C003M,38.646422,-121.667487,2012-07-01,-36.064
09N03E08C003M,38.646422,-121.667487,2012-08-01,-45.223
09N03E08C003M,38.646422,-121.667487,2012-09-01,-16.518
09N03E08C003M,38.646422,-121.667487,2012-10-01,2.127
09N03E08C003M,38.646422,-121.667487,2012-11-01,7.785
09N03E08C003M,38.646422,-121.667487,2012-12-01,13.118
09N03E08C003M,38.646422,-121.667487,2013-01-01,15.933
09N03E08C003M,38.646422,-121.667487,2013-02-01,16.248
09N03E08C003M,38.646422,-121.667487,2013-03-01,12.876
09N03E08C003M,38.646422,-121.667487,2013-04-01,10.532
09N03E08C003M,38.646422,-121.667487,2013-05-01,-4.774
09N03E08C003M,38.646422,-121.667487,2013-06-01,-6.352670242
09N03E08C003M,38.646422,-121.667487,2013-07-01,-19.12240722
09N03E08C003M,38.646422,-121.667487,2013-08-01,-73.259
09N03E08C003M,38.646422,-121.667487,2013-09-01,-18.98
09N03E08C003M,38.646422,-121.667487,2013-10-01,0.587
09N03E08C003M,38.646422,-121.667487,2013-11-01,5.302
09N03E08C003M,38.646422,-121.667487,2013-12-01,8.66
09N03E08C003M,38.646422,-121.667487,2014-01-01,8.33
09N03E08C003M,38.646422,-121.667487,2014-02-01,6.813
09N03E08C003M,38.646422,-121.667487,2014-03-01,10.687
09N03E08C003M,38.646422,-121.667487,2014-04-01,9.924
09N03E08C003M,38.646422,-121.667487,2014-05-01,-39.918
09N03E08C003M,38.646422,-121.667487,2014-06-01,-71.909
09N03E08C003M,38.646422,-121.667487,2014-07-01,-76.498
09N03E08C003M,38.646422,-121.667487,2014-08-01,-72.834
09N03E08C003M,38.646422,-121.667487,2014-09-01,-29.416
09N03E08C003M,38.646422,-121.667487,2014-10-01,-22.241
09N03E08C003M,38.646422,-121.667487,2014-11-01,-4.894
09N03E08C003M,38.646422,-121.667487,2014-12-01,6.186
09N03E08C003M,38.646422,-121.667487,2015-01-01,10.863
09N03E08C003M,38.646422,-121.667487,2015-02-01,12.847
09N03E08C003M,38.646422,-121.667487,2015-03-01,11.806
09N03E08C003M,38.646422,-121.667487,2015-04-01,5.759
09N03E08C003M,38.646422,-121.667487,2015-05-01,-6.325
09N03E08C003M,38.646422,-121.667487,2015-06-01,-28.769
09N03E08C003M,38.646422,-121.667487,2015-07-01,-34.369
09N03E08C003M,38.646422,-121.667487,2015-08-01,-28.445
09N03E08C003M,38.646422,-121.667487,2015-09-01,-11.246
09N03E08C003M,38.646422,-121.667487,2015-10-01,-12.303
09N03E08C003M,38.646422,-121.667487,2015-11-01,-4.605
09N03E08C003M,38.646422,-121.667487,2015-12-01,3.295
09N03E08C003M,38.646422,-121.667487,2016-01-01,8.092
09N03E08C003M,38.646422,-121.667487,2016-02-01,11.181
09N03E08C003M,38.646422,-121.667487,2016-03-01,13.686
09N03E08C003M,38.646422,-121.667487,2016-04-01,12.818
09N03E08C003M,38.646422,-121.667487,2016-05-01,-1.517
09N03E08C003M,38.646422,-121.667487,2016-06-01,-5.662214624
09N03E08C003M,38.646422,-121.667487,2016-07-01,-25.71752015
09N03E08C003M,38.646422,-121.667487,2016-08-01,-38.97163408
09N03E08C003M,38.646422,-121.667487,2016-09-01,-18.554
09N03E08C003M,38.646422,-121.667487,2016-10-01,-2.221
09N03E08C003M,38.646422,-121.667487,2016-11-01,5.598
09N03E08C003M,38.646422,-121.667487,2016-12-01,10.237
09N03E08C003M,38.646422,-121.667487,2017-01-01,16.007
09N03E08C003M,38.646422,-121.667487,2017-02-01,17.16996871
09N03E08C003M,38.646422,-121.667487,2017-03-01,19.25556784
09N03E08C003M,38.646422,-121.667487,2017-04-01,21.182
09N03E08C003M,38.646422,-121.667487,2017-05-01,4.13
09N03E08C003M,38.646422,-121.667487,2017-06-01,3.649
09N03E08C003M,38.646422,-121.667487,2017-07-01,-0.248
